stakeholder,month,topic_id,absolute_impact,relative_impact,monthly_document_count
user,2016-08,6,98,0.024305555555555556,4032
user,2016-08,7,95,0.023561507936507936,4032
user,2016-08,8,74,0.018353174603174604,4032
user,2016-08,9,74,0.018353174603174604,4032
user,2016-08,10,61,0.015128968253968254,4032
user,2016-08,11,40,0.00992063492063492,4032
user,2016-08,12,78,0.019345238095238096,4032
user,2016-08,13,76,0.018849206349206348,4032
user,2016-08,14,99,0.024553571428571428,4032
user,2016-08,15,106,0.02628968253968254,4032
user,2016-08,16,66,0.01636904761904762,4032
user,2016-08,17,72,0.017857142857142856,4032
user,2016-08,18,94,0.023313492063492064,4032
user,2016-08,19,47,0.011656746031746032,4032
user,2016-08,20,68,0.016865079365079364,4032
user,2016-08,21,87,0.021577380952380952,4032
user,2016-08,22,73,0.018105158730158732,4032
user,2016-08,23,78,0.019345238095238096,4032
user,2016-08,24,67,0.016617063492063492,4032
user,2016-08,25,95,0.023561507936507936,4032
user,2016-08,26,91,0.022569444444444444,4032
user,2016-08,27,103,0.02554563492063492,4032
user,2016-08,28,94,0.023313492063492064,4032
user,2016-08,29,118,0.029265873015873016,4032
user,2016-08,30,78,0.019345238095238096,4032
user,2016-08,31,93,0.023065476190476192,4032
user,2016-08,32,67,0.016617063492063492,4032
user,2016-08,33,56,0.013888888888888888,4032
user,2016-08,34,88,0.021825396825396824,4032
user,2016-08,35,81,0.020089285714285716,4032
user,2016-08,36,79,0.019593253968253968,4032
user,2016-08,37,70,0.017361111111111112,4032
user,2016-08,38,96,0.023809523809523808,4032
user,2016-08,39,77,0.019097222222222224,4032
user,2016-08,40,70,0.017361111111111112,4032
user,2016-08,41,107,0.026537698412698412,4032
user,2016-08,42,67,0.016617063492063492,4032
user,2016-08,43,66,0.01636904761904762,4032
user,2016-08,44,82,0.020337301587301588,4032
user,2016-08,45,92,0.022817460317460316,4032
user,2016-08,46,72,0.017857142857142856,4032
user,2016-08,47,88,0.021825396825396824,4032
user,2016-08,48,68,0.016865079365079364,4032
user,2016-08,49,75,0.018601190476190476,4032
user,2016-09,0,83,0.02302357836338419,3605
user,2016-09,1,56,0.015533980582524271,3605
user,2016-09,2,61,0.016920943134535366,3605
user,2016-09,3,79,0.021914008321775313,3605
user,2016-09,4,78,0.02163661581137309,3605
user,2016-09,5,57,0.01581137309292649,3605
user,2016-09,6,84,0.02330097087378641,3605
user,2016-09,7,88,0.024410540915395285,3605
user,2016-09,8,66,0.018307905686546465,3605
user,2016-09,9,86,0.023855755894590845,3605
user,2016-09,10,77,0.021359223300970873,3605
user,2016-09,11,60,0.016643550624133148,3605
user,2016-09,12,52,0.014424410540915394,3605
user,2016-09,13,82,0.02274618585298197,3605
user,2016-09,14,105,0.02912621359223301,3605
user,2016-09,15,84,0.02330097087378641,3605
user,2016-09,16,68,0.0188626907073509,3605
user,2016-09,17,73,0.020249653259361997,3605
user,2016-09,18,65,0.018030513176144243,3605
user,2016-09,19,45,0.012482662968099861,3605
user,2016-09,20,60,0.016643550624133148,3605
user,2016-09,21,54,0.014979195561719833,3605
user,2016-09,22,52,0.014424410540915394,3605
user,2016-09,23,80,0.022191400832177532,3605
user,2016-09,24,65,0.018030513176144243,3605
user,2016-09,25,79,0.021914008321775313,3605
user,2016-09,26,81,0.02246879334257975,3605
user,2016-09,27,82,0.02274618585298197,3605
user,2016-09,28,89,0.024687933425797504,3605
user,2016-09,29,85,0.023578363384188627,3605
user,2016-09,30,88,0.024410540915395285,3605
user,2016-09,31,96,0.02662968099861304,3605
user,2016-09,32,68,0.0188626907073509,3605
user,2016-09,33,65,0.018030513176144243,3605
user,2016-09,34,72,0.019972260748959778,3605
