month,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39
2015-06,0.0205684367988032,0.0325355272999252,0.0265519820493642,0.0168287210172026,0.0183246073298429,0.0469334330590875,0.044315632011967,0.0186985789080029,0.050112191473448,0.0229992520568436,0.0259910246821241,0.0274869109947644,0.0272999252056843,0.019259536275243,0.0164547494390426,0.0177636499626028,0.0224382946896035,0.0114061331338818,0.0229992520568436,0.0108451757666417,0.0239341810022438,0.0143979057591623,0.0286088257292445,0.0151458489154824,0.0194465220643231,0.0295437546746447,0.0321615557217651,0.0368362004487658,0.013089005235602,0.0134629768137621,0.0110321615557217,0.0213163799551234,0.0473074046372475,0.050486163051608,0.0289827973074046,0.0198204936424831,0.0205684367988032,0.0272999252056843,0.0243081525804038,0.0224382946896035
2015-07,0.0295275590551181,0.0362204724409448,0.037007874015748,0.0181102362204724,0.0165354330708661,0.0259842519685039,0.0476377952755905,0.0173228346456692,0.0405511811023622,0.0133858267716535,0.0346456692913385,0.0177165354330708,0.0350393700787401,0.0318897637795275,0.0173228346456692,0.0216535433070866,0.021259842519685,0.0149606299212598,0.0204724409448818,0.0149606299212598,0.0192913385826771,0.0145669291338582,0.0236220472440944,0.0251968503937007,0.0251968503937007,0.0263779527559055,0.0322834645669291,0.0409448818897637,0.0129921259842519,0.011023622047244,0.0204724409448818,0.0251968503937007,0.0330708661417322,0.0405511811023622,0.0232283464566929,0.0291338582677165,0.0188976377952755,0.0228346456692913,0.0228346456692913,0.0200787401574803
2015-08,0.0297474922172258,0.035281909373919,0.034244206157039,0.0183327568315461,0.0193704600484261,0.0328606018678657,0.0390868211691456,0.0172950536146662,0.0332065029401591,0.0197163611207194,0.0328606018678657,0.0290556900726392,0.023521272915946,0.0238671739882393,0.0190245589761328,0.0221376686267727,0.0190245589761328,0.0121065375302663,0.0172950536146662,0.0141819439640262,0.0207540643375994,0.0166032514700795,0.0311310965063991,0.0193704600484261,0.0294015911449325,0.0266343825665859,0.0311310965063991,0.035281909373919,0.0148737461086129,0.0121065375302663,0.0148737461086129,0.0269802836388792,0.0460048426150121,0.0383950190245589,0.0238671739882393,0.0238671739882393,0.0242130750605326,0.0259425804219993,0.0280179868557592,0.0183327568315461
2015-09,0.0223367697594501,0.0278350515463917,0.0274914089347079,0.0185567010309278,0.0216494845360824,0.0353951890034364,0.0347079037800687,0.0189003436426116,0.0347079037800687,0.022680412371134,0.0343642611683848,0.022680412371134,0.0295532646048109,0.031615120274914,0.020274914089347,0.0206185567010309,0.0261168384879725,0.011340206185567,0.0140893470790378,0.0151202749140893,0.0250859106529209,0.0175257731958762,0.031615120274914,0.0154639175257731,0.0233676975945017,0.0281786941580756,0.031615120274914,0.0336769759450171,0.0147766323024054,0.0134020618556701,0.0209621993127147,0.0336769759450171,0.040893470790378,0.0402061855670103,0.0230240549828178,0.0264604810996563,0.0209621993127147,0.0288659793814433,0.0237113402061855,0.0164948453608247
2015-10,0.0326965466568699,0.0271858927259368,0.035268185157972,0.0187362233651726,0.0191036002939015,0.0367376928728875,0.0312270389419544,0.0220426157237325,0.0253490080822924,0.0220426157237325,0.0360029390154298,0.0312270389419544,0.0297575312270389,0.0271858927259368,0.014695077149155,0.020573108008817,0.0242468772961058,0.0150624540778839,0.0227773695811903,0.014695077149155,0.0209404849375459,0.0279206465833945,0.0301249081557678,0.0202057310800881,0.0198383541513592,0.0220426157237325,0.035268185157972,0.0297575312270389,0.0154298310066127,0.020573108008817,0.0161645848640705,0.0282880235121234,0.0334313005143277,0.0393093313739897,0.0165319617927994,0.0249816311535635,0.0161645848640705,0.0260837619397501,0.0286554004408523,0.0216752387950036
2015-11,0.0260145681581685,0.0338189386056191,0.0265348595213319,0.0234131113423517,0.014047866805411,0.0296566077003121,0.0234131113423517,0.0197710718002081,0.0187304890738813,0.0176899063475546,0.0161290322580645,0.0338189386056191,0.0400624349635796,0.0400624349635796,0.0286160249739854,0.0260145681581685,0.0254942767950052,0.0145681581685744,0.0218522372528616,0.014047866805411,0.0202913631633714,0.0468262226847034,0.0327783558792924,0.0218522372528616,0.0150884495317377,0.0187304890738813,0.0348595213319458,0.0161290322580645,0.0135275754422476,0.0327783558792924,0.0223725286160249,0.023933402705515,0.0286160249739854,0.0312174817898022,0.0208116545265348,0.0390218522372528,0.0171696149843912,0.0218522372528616,0.0275754422476586,0.0208116545265348
2015-12,0.0243436754176611,0.0286396181384248,0.0348448687350835,0.0195704057279236,0.0133651551312649,0.0310262529832935,0.0295942720763723,0.0124105011933174,0.0214797136038186,0.026252983293556,0.0162291169451073,0.0482100238663484,0.0276849642004773,0.0458233890214797,0.0214797136038186,0.028162291169451,0.0291169451073985,0.0119331742243436,0.0210023866348448,0.0133651551312649,0.0147971360381861,0.0491646778042959,0.0362768496420047,0.0162291169451073,0.0229116945107398,0.0195704057279236,0.030071599045346,0.0157517899761336,0.0171837708830548,0.0348448687350835,0.0243436754176611,0.0276849642004773,0.0243436754176611,0.0252983293556085,0.0167064439140811,0.035799522673031,0.0143198090692124,0.0248210023866348,0.0310262529832935,0.0143198090692124
2016-01,0.0261463039507834,0.0329712582908776,0.0173988272613669,0.0184562145534941,0.0103816206863404,0.0317216187638181,0.0170143227915024,0.0167259444391041,0.0121118908007305,0.0261463039507834,0.0125925213880611,0.0575795443622032,0.0206671152552148,0.0363356724021916,0.0311448620590214,0.0236470248966644,0.0226857637220032,0.0204748630202826,0.0166298183216379,0.0130731519753917,0.0193213496106892,0.0484475632029222,0.0315293665288858,0.0246082860713255,0.0138421609151206,0.0312409881764875,0.0420071133326924,0.0262424300682495,0.0242237816014611,0.0385465731039123,0.0151879265596462,0.0192252234932231,0.0257617994809189,0.0194174757281553,0.0181678362010958,0.0371046813419205,0.0153801787945784,0.0253772950110545,0.0294145919446313,0.0310487359415553
2016-02,0.0157704239917269,0.0403309203722854,0.0160289555325749,0.0165460186142709,0.014477766287487,0.0217166494312306,0.0217166494312306,0.0186142709410548,0.0188728024819027,0.0274043433298862,0.0113753877973112,0.0488624612202688,0.0263702171664943,0.014477766287487,0.0374870734229576,0.0400723888314374,0.0139607032057911,0.0193898655635987,0.0103412616339193,0.0209410548086866,0.0168045501551189,0.0292140641158221,0.0227507755946225,0.0343846949327818,0.0255946225439503,0.0385211995863495,0.0509307135470527,0.0276628748707342,0.0222337125129265,0.0292140641158221,0.0173216132368148,0.0214581178903826,0.0390382626680455,0.0162874870734229,0.0103412616339193,0.0392967942088934,0.0168045501551189,0.0124095139607032,0.0173216132368148,0.0576525336091003
2016-03,0.0277632268203247,0.0303823991618648,0.0193818753273965,0.0330015715034049,0.0209533787323205,0.0188580408590885,0.0282870612886327,0.0157150340492404,0.0256678889470927,0.0199057097957045,0.0136196961760083,0.0319539025667888,0.0455735987427972,0.0288108957569408,0.0324777370350969,0.0335254059717129,0.0230487166055526,0.0178103719224725,0.0204295442640125,0.0110005238344683,0.0267155578837087,0.0178103719224725,0.0261917234154007,0.0230487166055526,0.0282870612886327,0.0288108957569408,0.036144578313253,0.0267155578837087,0.0183342063907805,0.0209533787323205,0.0162388685175484,0.0251440544787847,0.0303823991618648,0.0251440544787847,0.0188580408590885,0.036668412781561,0.0261917234154007,0.0193818753273965,0.0267155578837087,0.0240963855421686
