stakeholder,month,topic_id,absolute_impact,relative_impact,monthly_document_count
developer,2016-03,2,37,0.0193818753273965,1909
developer,2016-03,3,63,0.0330015715034049,1909
developer,2016-03,4,40,0.0209533787323205,1909
developer,2016-03,5,36,0.0188580408590885,1909
developer,2016-03,6,54,0.0282870612886327,1909
developer,2016-03,7,30,0.0157150340492404,1909
developer,2016-03,8,49,0.0256678889470927,1909
developer,2016-03,9,38,0.0199057097957045,1909
developer,2016-03,10,26,0.0136196961760083,1909
developer,2016-03,11,61,0.0319539025667888,1909
developer,2016-03,12,87,0.0455735987427972,1909
developer,2016-03,13,55,0.0288108957569408,1909
developer,2016-03,14,62,0.0324777370350969,1909
developer,2016-03,15,64,0.0335254059717129,1909
developer,2016-03,16,44,0.0230487166055526,1909
developer,2016-03,17,34,0.0178103719224725,1909
developer,2016-03,18,39,0.0204295442640125,1909
developer,2016-03,19,21,0.0110005238344683,1909
developer,2016-03,20,51,0.0267155578837087,1909
developer,2016-03,21,34,0.0178103719224725,1909
developer,2016-03,22,50,0.0261917234154007,1909
developer,2016-03,23,44,0.0230487166055526,1909
developer,2016-03,24,54,0.0282870612886327,1909
developer,2016-03,25,55,0.0288108957569408,1909
developer,2016-03,26,69,0.036144578313253,1909
developer,2016-03,27,51,0.0267155578837087,1909
developer,2016-03,28,35,0.0183342063907805,1909
developer,2016-03,29,40,0.0209533787323205,1909
developer,2016-03,30,31,0.0162388685175484,1909
developer,2016-03,31,48,0.0251440544787847,1909
developer,2016-03,32,58,0.0303823991618648,1909
developer,2016-03,33,48,0.0251440544787847,1909
developer,2016-03,34,36,0.0188580408590885,1909
developer,2016-03,35,70,0.036668412781561,1909
developer,2016-03,36,50,0.0261917234154007,1909
developer,2016-03,37,37,0.0193818753273965,1909
developer,2016-03,38,51,0.0267155578837087,1909
developer,2016-03,39,46,0.0240963855421686,1909
developer,2016-04,0,77,0.0271317829457364,2838
developer,2016-04,1,71,0.0250176180408738,2838
developer,2016-04,2,58,0.0204369274136716,2838
developer,2016-04,3,59,0.0207892882311486,2838
developer,2016-04,4,65,0.0229034531360112,2838
developer,2016-04,5,74,0.0260747004933051,2838
developer,2016-04,6,57,0.0200845665961945,2838
developer,2016-04,7,50,0.0176180408738548,2838
developer,2016-04,8,62,0.0218463706835799,2838
developer,2016-04,9,54,0.0190274841437632,2838
developer,2016-04,10,55,0.0193798449612403,2838
developer,2016-04,11,49,0.0172656800563777,2838
developer,2016-04,12,141,0.0496828752642706,2838
developer,2016-04,13,86,0.0303030303030303,2838
developer,2016-04,14,98,0.0345313601127554,2838
developer,2016-04,15,100,0.0352360817477096,2838
developer,2016-04,16,85,0.0299506694855532,2838
developer,2016-04,17,56,0.0197322057787174,2838
developer,2016-04,18,55,0.0193798449612403,2838
developer,2016-04,19,54,0.0190274841437632,2838
developer,2016-04,20,82,0.0288935870331219,2838
developer,2016-04,21,64,0.0225510923185341,2838
developer,2016-04,22,51,0.0179704016913319,2838
developer,2016-04,23,84,0.0295983086680761,2838
developer,2016-04,24,91,0.0320648343904157,2838
developer,2016-04,25,60,0.0211416490486257,2838
developer,2016-04,26,74,0.0260747004933051,2838
developer,2016-04,27,74,0.0260747004933051,2838
developer,2016-04,28,76,0.0267794221282593,2838
developer,2016-04,29,40,0.0140944326990838,2838
developer,2016-04,30,65,0.0229034531360112,2838
developer,2016-04,31,52,0.018322762508809,2838
developer,2016-04,32,73,0.025722339675828,2838
developer,2016-04,33,90,0.0317124735729386,2838
developer,2016-04,34,63,0.022198731501057,2838
developer,2016-04,35,109,0.0384073291050035,2838
developer,2016-04,36,60,0.0211416490486257,2838
developer,2016-04,37,60,0.0211416490486257,2838
developer,2016-04,38,88,0.0310077519379844,2838
developer,2016-04,39,76,0.0267794221282593,2838
developer,2016-05,0,69,0.0273159144893111,2526
developer,2016-05,1,74,0.0292953285827395,2526
developer,2016-05,2,57,0.0225653206650831,2526
developer,2016-05,3,62,0.0245447347585114,2526
developer,2016-05,4,80,0.0316706254948535,2526
developer,2016-05,5,84,0.0332541567695962,2526
developer,2016-05,6,76,0.0300870942201108,2526
developer,2016-05,7,37,0.0146476642913697,2526
developer,2016-05,8,49,0.0193982581155977,2526
developer,2016-05,9,43,0.0170229612034837,2526
developer,2016-05,10,57,0.0225653206650831,2526
developer,2016-05,11,48,0.0190023752969121,2526
developer,2016-05,12,145,0.057403008709422,2526
developer,2016-05,13,82,0.0324623911322248,2526
developer,2016-05,14,76,0.0300870942201108,2526
developer,2016-05,15,70,0.0277117973079968,2526
developer,2016-05,16,65,0.0257323832145684,2526
developer,2016-05,17,48,0.0190023752969121,2526
developer,2016-05,18,56,0.0221694378463974,2526
developer,2016-05,19,38,0.0150435471100554,2526
developer,2016-05,20,71,0.0281076801266825,2526
developer,2016-05,21,46,0.0182106096595407,2526
developer,2016-05,22,51,0.0201900237529691,2526
developer,2016-05,23,44,0.0174188440221694,2526
developer,2016-05,24,78,0.0308788598574821,2526
developer,2016-05,25,55,0.0217735550277117,2526
developer,2016-05,26,72,0.0285035629453681,2526
developer,2016-05,27,91,0.0360253365003958,2526
developer,2016-05,28,64,0.0253365003958828,2526
developer,2016-05,29,45,0.0178147268408551,2526
developer,2016-05,30,80,0.0316706254948535,2526
developer,2016-05,31,47,0.0186064924782264,2526
developer,2016-05,32,82,0.0324623911322248,2526
developer,2016-05,33,60,0.0237529691211401,2526
developer,2016-05,34,49,0.0193982581155977,2526
developer,2016-05,35,79,0.0312747426761678,2526
developer,2016-05,36,45,0.0178147268408551,2526
developer,2016-05,37,45,0.0178147268408551,2526
developer,2016-05,38,59,0.0233570863024544,2526
developer,2016-05,39,47,0.0186064924782264,2526
developer,2016-06,0,45,0.0195567144719687,2301
developer,2016-06,1,59,0.0256410256410256,2301
developer,2016-06,2,44,0.019122120817036,2301
developer,2016-06,3,53,0.0230334637114298,2301
developer,2016-06,4,50,0.0217296827466319,2301
developer,2016-06,5,47,0.0204259017818339,2301
developer,2016-06,6,71,0.0308561495002172,2301
developer,2016-06,7,39,0.0169491525423728,2301
developer,2016-06,8,58,0.025206431986093,2301
developer,2016-06,9,35,0.0152107779226423,2301
developer,2016-06,10,45,0.0195567144719687,2301
developer,2016-06,11,36,0.0156453715775749,2301
developer,2016-06,12,77,0.0334637114298131,2301
developer,2016-06,13,49,0.0212950890916992,2301
developer,2016-06,14,41,0.0178183398522381,2301
developer,2016-06,15,53,0.0230334637114298,2301
developer,2016-06,16,55,0.023902651021295,2301
developer,2016-06,17,60,0.0260756192959582,2301
developer,2016-06,18,47,0.0204259017818339,2301
developer,2016-06,19,44,0.019122120817036,2301
developer,2016-06,20,92,0.0399826162538026,2301
developer,2016-06,21,52,0.0225988700564971,2301
developer,2016-06,22,51,0.0221642764015645,2301
developer,2016-06,23,49,0.0212950890916992,2301
developer,2016-06,24,74,0.0321599304650152,2301
developer,2016-06,25,60,0.0260756192959582,2301
developer,2016-06,26,84,0.0365058670143415,2301
developer,2016-06,27,65,0.0282485875706214,2301
developer,2016-06,28,63,0.0273794002607561,2301
developer,2016-06,29,50,0.0217296827466319,2301
developer,2016-06,30,106,0.0460669274228596,2301
developer,2016-06,31,44,0.019122120817036,2301
developer,2016-06,32,78,0.0338983050847457,2301
developer,2016-06,33,85,0.0369404606692742,2301
developer,2016-06,34,41,0.0178183398522381,2301
developer,2016-06,35,57,0.0247718383311603,2301
developer,2016-06,36,32,0.0139069969578444,2301
developer,2016-06,37,73,0.0317253368100825,2301
developer,2016-06,38,61,0.0265102129508909,2301
developer,2016-06,39,76,0.0330291177748804,2301
developer,2016-07,0,49,0.0180678466076696,2712
developer,2016-07,1,87,0.0320796460176991,2712
developer,2016-07,2,56,0.0206489675516224,2712
developer,2016-07,3,75,0.0276548672566371,2712
developer,2016-07,4,48,0.0176991150442477,2712
developer,2016-07,5,62,0.0228613569321533,2712
developer,2016-07,6,66,0.0243362831858407,2712
developer,2016-07,7,53,0.0195427728613569,2712
developer,2016-07,8,72,0.0265486725663716,2712
developer,2016-07,9,52,0.0191740412979351,2712
developer,2016-07,10,62,0.0228613569321533,2712
developer,2016-07,11,67,0.0247050147492625,2712
developer,2016-07,12,62,0.0228613569321533,2712
developer,2016-07,13,35,0.012905604719764,2712
developer,2016-07,14,56,0.0206489675516224,2712
developer,2016-07,15,40,0.0147492625368731,2712
developer,2016-07,16,46,0.0169616519174041,2712
developer,2016-07,17,58,0.021386430678466,2712
developer,2016-07,18,66,0.0243362831858407,2712
developer,2016-07,19,65,0.0239675516224188,2712
developer,2016-07,20,107,0.0394542772861356,2712
developer,2016-07,21,39,0.0143805309734513,2712
developer,2016-07,22,85,0.0313421828908554,2712
developer,2016-07,23,68,0.0250737463126843,2712
developer,2016-07,24,84,0.0309734513274336,2712
developer,2016-07,25,62,0.0228613569321533,2712
developer,2016-07,26,84,0.0309734513274336,2712
developer,2016-07,27,79,0.0291297935103244,2712
developer,2016-07,28,126,0.0464601769911504,2712
developer,2016-07,29,50,0.0184365781710914,2712
developer,2016-07,30,115,0.0424041297935103,2712
developer,2016-07,31,53,0.0195427728613569,2712
developer,2016-07,32,103,0.0379793510324483,2712
developer,2016-07,33,98,0.0361356932153392,2712
developer,2016-07,34,44,0.0162241887905604,2712
developer,2016-07,35,41,0.0151179941002949,2712
developer,2016-07,36,87,0.0320796460176991,2712
developer,2016-07,37,89,0.0328171091445427,2712
developer,2016-07,38,56,0.0206489675516224,2712
developer,2016-07,39,65,0.0239675516224188,2712
developer,2016-08,0,40,0.0167996640067198,2381
developer,2016-08,1,63,0.0264594708105837,2381
developer,2016-08,2,47,0.0197396052078958,2381
developer,2016-08,3,82,0.0344393112137757,2381
developer,2016-08,4,60,0.0251994960100798,2381
developer,2016-08,5,60,0.0251994960100798,2381
developer,2016-08,6,94,0.0394792104157916,2381
developer,2016-08,7,48,0.0201595968080638,2381
developer,2016-08,8,61,0.0256194876102477,2381
developer,2016-08,9,38,0.0159596808063838,2381
developer,2016-08,10,50,0.0209995800083998,2381
developer,2016-08,11,45,0.0188996220075598,2381
developer,2016-08,12,61,0.0256194876102477,2381
developer,2016-08,13,48,0.0201595968080638,2381
developer,2016-08,14,67,0.0281394372112557,2381
developer,2016-08,15,47,0.0197396052078958,2381
developer,2016-08,16,49,0.0205795884082318,2381
developer,2016-08,17,41,0.0172196556068878,2381
developer,2016-08,18,42,0.0176396472070558,2381
developer,2016-08,19,52,0.0218395632087358,2381
developer,2016-08,20,97,0.0407391852162956,2381
